Gloss,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
THESE,,,,,,,,,,,,,,,,,,,
THIEF,,,,,,,,,,,,,,,,,,,
THIN,,,,,,,,,,,,,,,,,,,
THING,,,,,,,,,,,,,,,,,,,
THINGS,THINGS,INVITE, INVITE-ME, INVITED, MATERIALS 4.0),OBJECTS, THINGS, RESOURCES, SUPPLIES, SOMETHING,,,,,,,,,
THINK,,,,,,,,,,,,,,,,,,,
THINK+-2h-PASS-OUT,,,,,,,,,,,,,,,,,,,
THINK+AGREE,,,,,,,,,,,,,,,,,,,
THINK+DECIDE,,,,,,,,,,,,,,,,,,,
THINK+FAITH,,,,,,,,,,,,,,,,,,,
THINK+FOCUS-NARROW,,,,,,,,,,,,,,,,,,,
THINK+GENERAL,,,,,,,,,,,,,,,,,,,
THINK+GRAB-CHANCE,,,,,,,,,,,,,,,,,,,
THINK+MARRY,,,,,,,,,,,,,,,,,,,
THINK+MEAN,,,,,,,,,,,,,,,,,,,
THINK+MESSED-UP,,,,,,,,,,,,,,,,,,,
THINK+MIX-UP,,,,,,,,,,,,,,,,,,,
THINK+OPPOSITE,,,,,,,,,,,,,,,,,,,
THINK+SHOCK,,,,,,,,,,,,,,,,,,,
THINK+TALK-TO-SELF,,,,,,,,,,,,,,,,,,,
THINK-ABOUT,,,,,,,,,,,,,,,,,,,
THINK-OVER,,,,,,,,,,,,,,,,,,,
THINK_OVER,THINK OVER,MINDLESS, CURLY, RUNNING, IN PROCESS, BRAINWASHED, WIRED, CURLING HAIR ON IRON,INSANE, A LOT ON THE MIND,,,,,,,,,
THIRD,,,,,,,,,,,,,,,,,,,
THIRD-IN-LIST,,,,,,,,,,,,,,,,,,,
THIRD-PLACE,,,,,,,,,,,,,,,,,,,
THIRSTY,,,,,,,,,,,,,,,,,,,
THIRTEEN,,,,,,,,,,,,,,,,,,,
THIRTY,,,,,,,,,,,,,,,,,,,
THIRTY-THREE,,,,,,,,,,,,,,,,,,,
THIS-PLACE,,,,,,,,,,,,,,,,,,,
THOUSAND,,,,,,,,,,,,,,,,,,,
THREE,,,,,,,,,,,,,,,,,,,
THREE-2+HOUR,,,,,,,,,,,,,,,,,,,
THREE-FOURTHS,,,,,,,,,,,,,,,,,,,
THREE-HOUR,,,,,,,,,,,,,,,,,,,
THREE-MONTHS,,,,,,,,,,,,,,,,,,,
THREE-MORE,,,,,,,,,,,,,,,,,,,
THREE-WEEKS,,,,,,,,,,,,,,,,,,,
THRILL-WHATS-UP,,,,,,,,,,,,,,,,,,,
THROAT,,,,,,,,,,,,,,,,,,,
THROAT-HURT,,,,,,,,,,,,,,,,,,,
THROUGH,,,,,,,,,,,,,,,,,,,
THROW,,,,,,,,,,,,,,,,,,,
THROW-AWAY,,,,,,,,,,,,,,,,,,,
THROW-BALL,,,,,,,,,,,,,,,,,,,
THROW-BASKETBALL,,,,,,,,,,,,,,,,,,,
THROW-SOFTBALL,,,,,,,,,,,,,,,,,,,
THUMB,,,,,,,,,,,,,,,,,,,
THUMBTACK-BUTTON,,,,,,,,,,,,,,,,,,,
THURSDAY,,,,,,,,,,,,,,,,,,,
TICKLE,,,,,,,,,,,,,,,,,,,
TIE,,,,,,,,,,,,,,,,,,,
TIGER,,,,,,,,,,,,,,,,,,,
TIME,,,,,,,,,,,,,,,,,,,
TIME++-1h-WHAT,,,,,,,,,,,,,,,,,,,
TIME++DCLcircular object,,,,,,,,,,,,,,,,,,,
TIME-PERIOD,,,,,,,,,,,,,,,,,,,
TIPTOE,,,,,,,,,,,,,,,,,,,
TIRED,,,,,,,,,,,,,,,,,,,
TO-FOOL,,,,,,,,,,,,,,,,,,,
TO-UNTIL,,,,,,,,,,,,,,,,,,,
TOAST,,,,,,,,,,,,,,,,,,,
TOBACCO,TOBACCO,CHEW TOBACCO, SMIRK,SNUG, CHEW TOBACCO, TOBACCO,,,,,,,,,,,,,
TOGETHER-GO-STEADY,,,,,,,,,,,,,,,,,,,
TOILET,TOILET,BATHROOM,,,,,,,,,,,,,,,,,
TOMATO,,,,,,,,,,,,,,,,,,,
TOMORROW,,,,,,,,,,,,,,,,,,,
TONGUE,,,,,,,,,,,,,,,,,,,
TOOTH-GLASS,,,,,,,,,,,,,,,,,,,
TOOTHBRUSH,,,,,,,,,,,,,,,,,,,
TOOTHPASTE,,,,,,,,,,,,,,,,,,,
TOP,,,,,,,,,,,,,,,,,,,
TORNADO,,,,,,,,,,,,,,,,,,,
TORTURE,,,,,,,,,,,,,,,,,,,
TOSS,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,,,,,,,,,,,,,
TOUCH,,,,,,,,,,,,,,,,,,,
TOUCH-HEART,,,,,,,,,,,,,,,,,,,
TOUGH,,,,,,,,,,,,,,,,,,,
TOURNAMENT,,,,,,,,,,,,,,,,,,,
TOWEL,,,,,,,,,,,,,,,,,,,
TRACE-HEART,,,,,,,,,,,,,,,,,,,
TRADITION,,,,,,,,,,,,,,,,,,,
TRAFFIC,,,,,,,,,,,,,,,,,,,
TRAIN,,,,,,,,,,,,,,,,,,,
TRANSFER,,,,,,,,,,,,,,,,,,,
TRANSLATE,,,,,,,,,,,,,,,,,,,
TRANSPORTATION,,,,,,,,,,,,,,,,,,,
TRAP,,,,,,,,,,,,,,,,,,,
TRASH,TRASH,GARBAGE, BAG,TRASH, GARBAGE, PURSE,,,,,,,,,,,,,
TRASH-BAG,,,,,,,,,,,,,,,,,,,
TRAVEL,,,,,,,,,,,,,,,,,,,
TREAT,,,,,,,,,,,,,,,,,,,
TREE+DCLbranch,,,,,,,,,,,,,,,,,,,
TREE-pl,,,,,,,,,,,,,,,,,,,
TRIGONOMETRY,,,,,,,,,,,,,,,,,,,
TRIM,,,,,,,,,,,,,,,,,,,
TRIM-HEDGE,,,,,,,,,,,,,,,,,,,
TRIP,,,,,,,,,,,,,,,,,,,
TRIPLE,,,,,,,,,,,,,,,,,,,
TROMBONE,,,,,,,,,,,,,,,,,,,
TROPHY,,,,,,,,,,,,,,,,,,,
TROUBLE,,,,,,,,,,,,,,,,,,,
TRUMPET,,,,,,,,,,,,,,,,,,,
TRY,,,,,,,,,,,,,,,,,,,
TUESDAY,,,,,,,,,,,,,,,,,,,
TUNNEL,,,,,,,,,,,,,,,,,,,
TURN,,,,,,,,,,,,,,,,,,,
TURN+BROTHER,,,,,,,,,,,,,,,,,,,
TURN+FATHERwg,,,,,,,,,,,,,,,,,,,
TURN+GIRL+CORRECT,,,,,,,,,,,,,,,,,,,
TURN+MOTHER,,,,,,,,,,,,,,,,,,,
TURN+SISTER,,,,,,,,,,,,,,,,,,,
TURN-DOWN,,,,,,,,,,,,,,,,,,,
TURN-PAGE,,,,,,,,,,,,,,,,,,,
TURN-PAGE-2,,,,,,,,,,,,,,,,,,,
TURTLE,,,,,,,,,,,,,,,,,,,
TUTOR,,,,,,,,,,,,,,,,,,,
TWELVE,,,,,,,,,,,,,,,,,,,
TWENTY,,,,,,,,,,,,,,,,,,,
TWENTY-FIVE,,,,,,,,,,,,,,,,,,,
TWENTY-ONE,,,,,,,,,,,,,,,,,,,
TWENTY-THREE,,,,,,,,,,,,,,,,,,,
TWENTY-TWO,,,,,,,,,,,,,,,,,,,
TWICE,,,,,,,,,,,,,,,,,,,
TWINS,,,,,,,,,,,,,,,,,,,
TWIST,,,,,,,,,,,,,,,,,,,
TWO,,,,,,,,,,,,,,,,,,,
TWO-2+HOUR,,,,,,,,,,,,,,,,,,,
TWO-HOURS,,,,,,,,,,,,,,,,,,,
TWO-MONTHS,,,,,,,,,,,,,,,,,,,
TWO-MORE,,,,,,,,,,,,,,,,,,,
TWO-WEEKS,,,,,,,,,,,,,,,,,,,
TYPE,,,,,,,,,,,,,,,,,,,
TYPEWRITER,,,,,,,,,,,,,,,,,,,
U,,,,,,,,,,,,,,,,,,,
UGLY,,,,,,,,,,,,,,,,,,,
UMBRELLA,,,,,,,,,,,,,,,,,,,
UNCLE,,,,,,,,,,,,,,,,,,,
UNDER,,,,,,,,,,,,,,,,,,,
UNDERPANTS,,,,,,,,,,,,,,,,,,,
UNDERSTAND,,,,,,,,,,,,,,,,,,,
UNDERWEAR-PRECIOUS,,,,,,,,,,,,,,,,,,,
UNIFORM,,,,,,,,,,,,,,,,,,,
UNIVERSE,,,,,,,,,,,,,,,,,,,
UNIVERSITY,,,,,,,,,,,,,,,,,,,
UP,,,,,,,,,,,,,,,,,,,
UP-AHEAD,,,,,,,,,,,,,,,,,,,
UP-TO-NOW,,,,,,,,,,,,,,,,,,,
UPPER,,,,,,,,,,,,,,,,,,,
UPSET,,,,,,,,,,,,,,,,,,,
UPSIDE-DOWN,,,,,,,,,,,,,,,,,,,
UPSTAIRS,,,,,,,,,,,,,,,,,,,
URGE,,,,,,,,,,,,,,,,,,,
USE,,,,,,,,,,,,,,,,,,,
USE++AGENT,,,,,,,,,,,,,,,,,,,
USED-TO,,,,,,,,,,,,,,,,,,,
V,,,,,,,,,,,,,,,,,,,
VACATION,VACATION,HOLIDAY, OFF WORK,,,,,,,,,,,,,,,,
VACUUM,VACUUM, VACUUMING,ROAST MARSHMALLOWS,,,,,,,,,,,,,,,,
VACUUM-UP,,,,,,,,,,,,,,,,,,,
VAGINA,,,,,,,,,,,,,,,,,,,
VAGUE,,,,,,,,,,,,,,,,,,,
VAIN,,,,,,,,,,,,,,,,,,,
VALLEY,,,,,,,,,,,,,,,,,,,
VANILLA,,,,,,,,,,,,,,,,,,,
VARY,,,,,,,,,,,,,,,,,,,
VEGETABLE,VEGETABLE, VEGETABLES,VEGETARIAN,,,,,,,,,,,,,,,,
VERY,,,,,,,,,,,,,,,,,,,
VERY-FAST,,,,,,,,,,,,,,,,,,,
VETO-REJECT,,,,,,,,,,,,,,,,,,,
VIBRATE,,,,,,,,,,,,,,,,,,,
VICE-PRESIDENT,,,,,,,,,,,,,,,,,,,
VIDEO-CAMERA,,,,,,,,,,,,,,,,,,,
VIDEOPHONE,VIDEOPHONE,VIDEOCHAT, WEBCHAT, WEBCAM, TALK VIA VIDEO, VIDEO CONFERENCING,WEBCAM, SKYPE, VIDEO CHAT,,,,,,,,,,
VIDEOTAPE-2,,,,,,,,,,,,,,,,,,,
VINEGAR,,,,,,,,,,,,,,,,,,,
VIOLIN,,,,,,,,,,,,,,,,,,,
VIRGIN,,,,,,,,,,,,,,,,,,,
VIRGIN+fs-MARY,,,,,,,,,,,,,,,,,,,
VIRGIN-MARY,,,,,,,,,,,,,,,,,,,
VISIT+AGENT,,,,,,,,,,,,,,,,,,,
VISIT:i,,,,,,,,,,,,,,,,,,,
VISUALIZE,,,,,,,,,,,,,,,,,,,
VOCABULARY,,,,,,,,,,,,,,,,,,,
VODKA,,,,,,,,,,,,,,,,,,,
VOICE,,,,,,,,,,,,,,,,,,,
VOICE++-1-TEMPERATURE-PITCH,,,,,,,,,,,,,,,,,,,
VOLLEYBALL,,,,,,,,,,,,,,,,,,,
VOLUNTEER-SHIRT,,,,,,,,,,,,,,,,,,,
VOMIT,,,,,,,,,,,,,,,,,,,
VOTE,,,,,,,,,,,,,,,,,,,
W,,,,,,,,,,,,,,,,,,,
WAG,,,,,,,,,,,,,,,,,,,
WAIST,,,,,,,,,,,,,,,,,,,
WAIT,,,,,,,,,,,,,,,,,,,
WAIT-A-MINUTE,,,,,,,,,,,,,,,,,,,
WAITER,WAITER, WAITRESS,SERVER, SERVANT, DELIVERER, SERVICE,WAITRESS, SERVER, SERVANT,,,,,,,,,,
WAKE-UP,,,,,,,,,,,,,,,,,,,
WALK,,,,,,,,,,,,,,,,,,,
WALL,,,,,,,,,,,,,,,,,,,
WALLET,,,,,,,,,,,,,,,,,,,
"WANDER,WANDER, WANDERING, WANDER OFF, WANDER AROUND,""67,74"",WALK AWAY, ROAM, WALKING, WALK ALONE, WALKING ALONE, PERSON WALKS ALONE, WALK AROUND,WALK, WALK OFF, WALK AWAY,,,,",,,,,,,,,,,,,,,,,,,
WANT,,,,,,,,,,,,,,,,,,,
WANT+NEG,,,,,,,,,,,,,,,,,,,
WAR,WAR,COMMOTION,BATTLE, FIGHT,,,,,,,,,,,,,,,
WARM,,,,,,,,,,,,,,,,,,,
WARN,,,,,,,,,,,,,,,,,,,
WASH,,,,,,,,,,,,,,,,,,,
WASH+DISH-pl,,,,,,,,,,,,,,,,,,,
WASH-DISH,,,,,,,,,,,,,,,,,,,
WASH-FACE,,,,,,,,,,,,,,,,,,,
WASH-HANDS,,,,,,,,,,,,,,,,,,,
WASHING-MACHINE,,,,,,,,,,,,,,,,,,,
WASHING-MACHINE+SOAP,,,,,,,,,,,,,,,,,,,
WASTE,,,,,,,,,,,,,,,,,,,
WATCH,,,,,,,,,,,,,,,,,,,
WATER,,,,,,,,,,,,,,,,,,,
WATER++MELON-PUMPKIN,,,,,,,,,,,,,,,,,,,
WATER++SCL:5waterfall,,,,,,,,,,,,,,,,,,,
WATER++SPRINKLER,,,,,,,,,,,,,,,,,,,
WATER+BCLdrinking from a water fountain,,,,,,,,,,,,,,,,,,,
WATER+DCLround flat,,,,,,,,,,,,,,,,,,,
WATER+FLOW-2,,,,,,,,,,,,,,,,,,,
WATER+OCEAN,,,,,,,,,,,,,,,,,,,
WATER+RIVER,,,,,,,,,,,,,,,,,,,
WATER+WATER-RISE,,,,,,,,,,,,,,,,,,,
WATER-PUMP,,,,,,,,,,,,,,,,,,,
WATER-RISE,,,,,,,,,,,,,,,,,,,
WATERMELON,,,,,,,,,,,,,,,,,,,
WAVE-GOODBYE,,,,,,,,,,,,,,,,,,,
WEAK,,,,,,,,,,,,,,,,,,,
WEALTHY,,,,,,,,,,,,,,,,,,,
WEATHER,,,,,,,,,,,,,,,,,,,
WEAVE,,,,,,,,,,,,,,,,,,,
WEDDING,,,,,,,,,,,,,,,,,,,
WEDNESDAY,,,,,,,,,,,,,,,,,,,
WEEKEND,,,,,,,,,,,,,,,,,,,
WELCOME,,,,,,,,,,,,,,,,,,,
WEST,,,,,,,,,,,,,,,,,,,
WET,WET,SOAKED,,,,,,,,,,,,,,,,,
WHALE,,,,,,,,,,,,,,,,,,,
WHALE-2,,,,,,,,,,,,,,,,,,,
WHAT,,,,,,,,,,,,,,,,,,,
WHAT_2,WHAT,,,,,,,,,,,,,,,,,,
WHAT_FOR,WHAT-FOR?,NONE,,,,,,,,,,,,,,,,,
WHEEL,,,,,,,,,,,,,,,,,,,
WHEEL+CART,,,,,,,,,,,,,,,,,,,
WHEELBARROW,,,,,,,,,,,,,,,,,,,
WHEELCHAIR,,,,,,,,,,,,,,,,,,,
WHEELCHAIR-2,,,,,,,,,,,,,,,,,,,
WHEN,,,,,,,,,,,,,,,,,,,
WHERE,,,,,,,,,,,,,,,,,,,
WHEW-RELIEVED,,,,,,,,,,,,,,,,,,,
WHICH,,,,,,,,,,,,,,,,,,,
WHIP,,,,,,,,,,,,,,,,,,,
WHISKERS,,,,,,,,,,,,,,,,,,,
WHISPER,,,,,,,,,,,,,,,,,,,
WHISPER-3,,,,,,,,,,,,,,,,,,,
WHISTLE,WHISTLE,REFEREE, UMPIRE,REFEREE, UMPIRE,,,,,,,,,,,,,,
WHITE,,,,,,,,,,,,,,,,,,,
WHITE+-5-FACE,,,,,,,,,,,,,,,,,,,
WHITE+CHALK,,,,,,,,,,,,,,,,,,,
WHO,,,,,,,,,,,,,,,,,,,
WHY,,,,,,,,,,,,,,,,,,,
WIDE,,,,,,,,,,,,,,,,,,,
WIFE,,,,,,,,,,,,,,,,,,,
WILD-2,,,,,,,,,,,,,,,,,,,
WILD-ABOUT,,,,,,,,,,,,,,,,,,,
WIN,,,,,,,,,,,,,,,,,,,
WIND,,,,,,,,,,,,,,,,,,,
WINDOW,WINDOW,,,,,,,,,,,,,,,,,,
WINE,,,,,,,,,,,,,,,,,,,
WINE+POP-CORK,,,,,,,,,,,,,,,,,,,
WINE-BOTTLE,,,,,,,,,,,,,,,,,,,
WISDOM,,,,,,,,,,,,,,,,,,,
WITCH,WITCH,BIG NOSE, BIG NOSED, WITCH NOSE, PARROT,,,,,,,,,,,,,,
WITH,,,,,,,,,,,,,,,,,,,
WITH+NEG,,,,,,,,,,,,,,,,,,,
WOLF,,,,,,,,,,,,,,,,,,,
WOMAN,,,,,,,,,,,,,,,,,,,
WONDER,,,,,,,,,,,,,,,,,,,
WOOD,,,,,,,,,,,,,,,,,,,
WORD,,,,,,,,,,,,,,,,,,,
WORK,,,,,,,,,,,,,,,,,,,
WORK-OUT,,,,,,,,,,,,,,,,,,,
WORKSHOP,,,,,,,,,,,,,,,,,,,
WORLD,,,,,,,,,,,,,,,,,,,
WORM,,,,,,,,,,,,,,,,,,,
WORRY,,,,,,,,,,,,,,,,,,,
WORSE,,,,,,,,,,,,,,,,,,,
WORTH,,,,,,,,,,,,,,,,,,,
WORTH+NEG,,,,,,,,,,,,,,,,,,,
WOW,,,,,,,,,,,,,,,,,,,
WOW-AWFUL,,,,,,,,,,,,,,,,,,,
WRAP,,,,,,,,,,,,,,,,,,,
WRENCH-PLUMBING,,,,,,,,,,,,,,,,,,,
WRESTLE++AGENT,,,,,,,,,,,,,,,,,,,
WRIST,,,,,,,,,,,,,,,,,,,
WRITE,,,,,,,,,,,,,,,,,,,
WRITE+AGENT,,,,,,,,,,,,,,,,,,,
WRONG,,,,,,,,,,,,,,,,,,,
WRONG_2,WRONG,MISTAKE, ACCIDENT, WHAT'S THE MATTER?, WHY-NOT?,MISTAKE, SUDDENLY, ERROR, MISTAKEN, I AM WRONG, WHAT'S THE MATTER?,,,,,,,,
X,,,,,,,,,,,,,,,,,,,
XYLOPHONE,,,,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,,,,
YAWN,,,,,,,,,,,,,,,,,,,
YAWN-2,,,,,,,,,,,,,,,,,,,
YEAR,,,,,,,,,,,,,,,,,,,
YELLOW,,,,,,,,,,,,,,,,,,,
YES,,,,,,,,,,,,,,,,,,,
YESTERDAY,,,,,,,,,,,,,,,,,,,
YOM-KIPPUR,,,,,,,,,,,,,,,,,,,
YOUNG,,,,,,,,,,,,,,,,,,,
Z,,,,,,,,,,,,,,,,,,,
ZERO,,,,,,,,,,,,,,,,,,,
ZIPPER,,,,,,,,,,,,,,,,,,,
ZITS,,,,,,,,,,,,,,,,,,,
ZOOM_IN,ZOOM IN,ENLARGE, EXPAND, VLOG, CLOSE UP, FULL SCREEN, BLOW UP, SCREEN APPEARS, OPEN UP, OPEN WINDOW, OPEN A WEBSITE PAGE, VLOG OR BLOG OPEN,BLOW UP, POPS UP, PULL UP THE WINDOW/VLOG, ZOOM IN, ENLARGE, COMPUTER INTERFACE TURN ON,
ZOOM_OFF,ZOOM,TRAIN GONE, ZOOM, TAKE OFF, GO, LEAVE IMMEDIATELY, SPRINT, RUN OFF, SOMETHING WENT BY QUICKLY!,TAKE OFF, VANISHED, LEFT DISAPPEARED, LEAVE IMMEDIATELY, GONE FAST, DASHED,,,,
fs-BEAVER,,,,,,,,,,,,,,,,,,,
fs-BLOUSE,,,,,,,,,,,,,,,,,,,
fs-CHECKERS,,,,,,,,,,,,,,,,,,,
fs-FEATHER,,,,,,,,,,,,,,,,,,,
fs-FEET,,,,,,,,,,,,,,,,,,,
fs-GRAVITY,,,,,,,,,,,,,,,,,,,
fs-HALL,,,,,,,,,,,,,,,,,,,
fs-HELL,,,,,,,,,,,,,,,,,,,
fs-HOLY,,,,,,,,,,,,,,,,,,,
fs-I+PHONE,,,,,,,,,,,,,,,,,,,
fs-ICE+ICE-SKATE,,,,,,,,,,,,,,,,,,,
fs-JELLY,,,,,,,,,,,,,,,,,,,
fs-JELLY+FISH,,,,,,,,,,,,,,,,,,,
fs-JEWELRY,,,,,,,,,,,,,,,,,,,
fs-LAKE,,,,,,,,,,,,,,,,,,,
fs-MAYO,,,,,,,,,,,,,,,,,,,
fs-MAYO+ICLspread with knife,,,,,,,,,,,,,,,,,,,
fs-PICKLE,,,,,,,,,,,,,,,,,,,
fs-REHAB,,,,,,,,,,,,,,,,,,,
fs-TATTOO,,,,,,,,,,,,,,,,,,,
fs-WART,,,,,,,,,,,,,,,,,,,
ns-#FLA,,,,,,,,,,,,,,,,,,,
ns-#HI,,,,,,,,,,,,,,,,,,,
ns-#KC,,,,,,,,,,,,,,,,,,,
ns-#LA,,,,,,,,,,,,,,,,,,,
ns-#SD,,,,,,,,,,,,,,,,,,,
ns-#SF,,,,,,,,,,,,,,,,,,,
ns-#US,,,,,,,,,,,,,,,,,,,
ns-AFRICA,,,,,,,,,,,,,,,,,,,
ns-AFRICA+ns-AMERICA+AGENT,,,,,,,,,,,,,,,,,,,
ns-AMERICA,,,,,,,,,,,,,,,,,,,
ns-AMERICA+SIGN+LANGUAGE,,,,,,,,,,,,,,,,,,,
ns-AMERICAN-INDIAN,,,,,,,,,,,,,,,,,,,
ns-ARIZONA,,,,,,,,,,,,,,,,,,,
ns-ASIA,,,,,,,,,,,,,,,,,,,
ns-ATHENS,,,,,,,,,,,,,,,,,,,
ns-ATLANTA,,,,,,,,,,,,,,,,,,,
ns-AUSTRALIA,,,,,,,,,,,,,,,,,,,
ns-BALTIMORE,,,,,,,,,,,,,,,,,,,
ns-BANGLADESH,,,,,,,,,,,,,,,,,,,
ns-BELGIUM,,,,,,,,,,,,,,,,,,,
ns-BOSTON,,,,,,,,,,,,,,,,,,,
ns-BRITAIN,,,,,,,,,,,,,,,,,,,
ns-BULGARIA,,,,,,,,,,,,,,,,,,,
ns-BURGER-KING,,,,,,,,,,,,,,,,,,,
ns-CENTRAL-AMERICA,,,,,,,,,,,,,,,,,,,
ns-CHARLOTTE,,,,,,,,,,,,,,,,,,,
ns-CHICAGO,,,,,,,,,,,,,,,,,,,
ns-CHINA,,,,,,,,,,,,,,,,,,,
ns-COKE,,,,,,,,,,,,,,,,,,,
ns-COLOR+fs-DO,,,,,,,,,,,,,,,,,,,
ns-COLORADO,,,,,,,,,,,,,,,,,,,
ns-COLORADO-2,,,,,,,,,,,,,,,,,,,
ns-COLUMBIA,,,,,,,,,,,,,,,,,,,
ns-COSTA-RICA,,,,,,,,,,,,,,,,,,,
ns-DALLAS,,,,,,,,,,,,,,,,,,,
ns-DETROIT,,,,,,,,,,,,,,,,,,,
ns-ECUADOR,,,,,,,,,,,,,,,,,,,
ns-EGYPT,,,,,,,,,,,,,,,,,,,
ns-EL-SALVADOR,,,,,,,,,,,,,,,,,,,
ns-ENGLAND-ENGLISH,,,,,,,,,,,,,,,,,,,
ns-EUROPE,,,,,,,,,,,,,,,,,,,
ns-FORT-WORTH,,,,,,,,,,,,,,,,,,,
ns-FORT-WORTH-DALLAS,,,,,,,,,,,,,,,,,,,
ns-FRANCE,,,,,,,,,,,,,,,,,,,
ns-GALLAUDET,,,,,,,,,,,,,,,,,,,
ns-GERMANY,,,,,,,,,,,,,,,,,,,
ns-GOLDEN-ARCHES,,,,,,,,,,,,,,,,,,,
ns-GREECE,,,,,,,,,,,,,,,,,,,
ns-GREECE-2,,,,,,,,,,,,,,,,,,,
ns-HAWAII,,,,,,,,,,,,,,,,,,,
ns-HOLLYWOOD,,,,,,,,,,,,,,,,,,,
ns-HOUSTON,,,,,,,,,,,,,,,,,,,
ns-HUNGARY,,,,,,,,,,,,,,,,,,,
ns-INDIA,,,,,,,,,,,,,,,,,,,
ns-IRAQ,,,,,,,,,,,,,,,,,,,
ns-IRELAND,,,,,,,,,,,,,,,,,,,
ns-ISLAND-HAITI,,,,,,,,,,,,,,,,,,,
ns-ISRAEL,,,,,,,,,,,,,,,,,,,
ns-ITALY,,,,,,,,,,,,,,,,,,,
ns-JESUS,,,,,,,,,,,,,,,,,,,
ns-JESUS+AGENT,,,,,,,,,,,,,,,,,,,
ns-JESUS+BOOK,,,,,,,,,,,,,,,,,,,
ns-LINCOLN,,,,,,,,,,,,,,,,,,,
ns-LONDON,,,,,,,,,,,,,,,,,,,
ns-MAINE,,,,,,,,,,,,,,,,,,,
ns-MCDONALD,,,,,,,,,,,,,,,,,,,
ns-MEXICO-SPAIN,,,,,,,,,,,,,,,,,,,
ns-MIAMI,,,,,,,,,,,,,,,,,,,
ns-MICKEY-MOUSE,,,,,,,,,,,,,,,,,,,
ns-MONTANA,,,,,,,,,,,,,,,,,,,
ns-MOSES,,,,,,,,,,,,,,,,,,,
ns-NETHERLANDS,,,,,,,,,,,,,,,,,,,
ns-NEW-ORLEANS,,,,,,,,,,,,,,,,,,,
ns-NEW-YORK,,,,,,,,,,,,,,,,,,,
ns-NIGERIA,,,,,,,,,,,,,,,,,,,
ns-NORTH-AMERICA,,,,,,,,,,,,,,,,,,,
ns-PARIS,,,,,,,,,,,,,,,,,,,
ns-PEPSI,,,,,,,,,,,,,,,,,,,
ns-PHILADELPHIA,,,,,,,,,,,,,,,,,,,
ns-PINOCCHIO,,,,,,,,,,,,,,,,,,,
ns-PITTSBURGH,,,,,,,,,,,,,,,,,,,
ns-PORTUGAL,,,,,,,,,,,,,,,,,,,
ns-PORTUGAL-2,,,,,,,,,,,,,,,,,,,
ns-PUERTO-RICO,,,,,,,,,,,,,,,,,,,
ns-PUERTO-RICO-2,,,,,,,,,,,,,,,,,,,
ns-QUEBEC,,,,,,,,,,,,,,,,,,,
ns-RICHMOND,,,,,,,,,,,,,,,,,,,
ns-RUSSIA,,,,,,,,,,,,,,,,,,,
ns-SANTA-CLAUS,,,,,,,,,,,,,,,,,,,
ns-SCOTLAND,,,,,,,,,,,,,,,,,,,
ns-SINGAPORE,,,,,,,,,,,,,,,,,,,
ns-SWEDEN,,,,,,,,,,,,,,,,,,,
ns-SWITZERLAND,,,,,,,,,,,,,,,,,,,
ns-TEXAS,,,,,,,,,,,,,,,,,,,
ns-VIETNAM,,,,,,,,,,,,,,,,,,,
ns-WASHINGTON,,,,,,,,,,,,,,,,,,,
ns-WASHINGTON+fs-DC,,,,,,,,,,,,,,,,,,,
ns-fs-BEIJING,,,,,,,,,,,,,,,,,,,
ns-fs-CHILE,,,,,,,,,,,,,,,,,,,
ns-fs-COKE,,,,,,,,,,,,,,,,,,,
ns-fs-DALLAS,,,,,,,,,,,,,,,,,,,
ns-fs-JORDAN,,,,,,,,,,,,,,,,,,,
ns-nat-AMSTERDAM,,,,,,,,,,,,,,,,,,,
ns-nat-AUSTRALIA,,,,,,,,,,,,,,,,,,,
ns-nat-AUSTRIA,,,,,,,,,,,,,,,,,,,
ns-nat-BEIJING,,,,,,,,,,,,,,,,,,,
ns-nat-BOLIVIA,,,,,,,,,,,,,,,,,,,
ns-nat-BOMBAY,,,,,,,,,,,,,,,,,,,
ns-nat-BRAZIL,,,,,,,,,,,,,,,,,,,
ns-nat-CANADA,,,,,,,,,,,,,,,,,,,
ns-nat-CHILE,,,,,,,,,,,,,,,,,,,
ns-nat-CHINA,,,,,,,,,,,,,,,,,,,
ns-nat-CUBA,,,,,,,,,,,,,,,,,,,
ns-nat-DENMARK,,,,,,,,,,,,,,,,,,,
ns-nat-DOMINICAN-REPUBLIC,,,,,,,,,,,,,,,,,,,
ns-nat-DUBLIN,,,,,,,,,,,,,,,,,,,
ns-nat-FINLAND,,,,,,,,,,,,,,,,,,,
ns-nat-GERMANY,,,,,,,,,,,,,,,,,,,
ns-nat-GREECE,,,,,,,,,,,,,,,,,,,
ns-nat-GUATEMALA,,,,,,,,,,,,,,,,,,,
ns-nat-HAMBURG,,,,,,,,,,,,,,,,,,,
ns-nat-HONG-KONG,,,,,,,,,,,,,,,,,,,
ns-nat-HUNGARY,,,,,,,,,,,,,,,,,,,
ns-nat-INDONESIA,,,,,,,,,,,,,,,,,,,
ns-nat-ISTANBUL,,,,,,,,,,,,,,,,,,,
ns-nat-ITALY,,,,,,,,,,,,,,,,,,,
ns-nat-JAMAICA,,,,,,,,,,,,,,,,,,,
